game_card_id	game_name	game_description	game_gen	game_rarity	game_element	mapping_role	event_kind	mtg_name	mtg_type_line	mtg_mana_value	mtg_colors	mtg_rarity	mtg_set	mtg_released_at	mtg_scryfall_id	mtg_scryfall_uri	mtg_image_normal	mtg_oracle_text	override_reason
4314	Clockwork Duck	It actually has legs, but in order to disguise itself as a box and scare people, it usually only walks when no one sees it.	3	2	11	creature		Meddling Mage	Creature — Human Wizard	2.0	UW	rare	pls	2001-02-05	176f84c6-aa5e-449c-bd2b-cc91a898f0c7	https://scryfall.com/card/pls/116/meddling-mage?utm_source=api	https://cards.scryfall.io/normal/front/1/7/176f84c6-aa5e-449c-bd2b-cc91a898f0c7.jpg?1562899969	As this creature enters, choose a nonland card name.\nSpells with the chosen name can't be cast.	
4315	Fantasy amber sturgeon	2025 Christmas Commemorative Edition	3	2	1	creature	christmas	Musician	Creature — Human Wizard	3.0	U	rare	ice	1995-06-03	9f8d2247-a10e-413a-b497-2add3918f991	https://scryfall.com/card/ice/85/musician?utm_source=api	https://cards.scryfall.io/normal/front/9/f/9f8d2247-a10e-413a-b497-2add3918f991.jpg?1562924801	"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)\n{T}: Put a music counter on target creature. If it doesn't have ""At the beginning of your upkeep, destroy this creature unless you pay {1} for each music counter on it,"" it gains that ability."	
4316	Split Front	The Messenger of Jacaranda	3	2	2	creature		Zoologist	Creature — Human Druid	4.0	G	rare	ody	2001-10-01	be645675-d263-42c4-9e71-f98cf4c2aab5	https://scryfall.com/card/ody/285/zoologist?utm_source=api	https://cards.scryfall.io/normal/front/b/e/be645675-d263-42c4-9e71-f98cf4c2aab5.jpg?1562930551	{3}{G}, {T}: Reveal the top card of your library. If it's a creature card, put it onto the battlefield. Otherwise, put it into your graveyard.	
4317	Sand Electric Scorpion	If you splash water on him, he will become very happy and expose his belly.	3	2	3	creature	christmas	Lightning Dragon	Creature — Dragon	4.0	R	rare	usg	1998-10-12	342fc7bc-657f-43a3-9558-f516fa545a09	https://scryfall.com/card/usg/202/lightning-dragon?utm_source=api	https://cards.scryfall.io/normal/front/3/4/342fc7bc-657f-43a3-9558-f516fa545a09.jpg?1562905999	Flying\nEcho {2}{R}{R} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)\n{R}: This creature gets +1/+0 until end of turn.	
4318	Dark Scale Salamander	2025 Christmas Commemorative Edition	3	2	1	creature	christmas	Storm Spirit	Creature — Elemental Spirit	6.0	GUW	rare	ice	1995-06-03	7a383a5f-4814-4b92-aa80-2a6440a719bc	https://scryfall.com/card/ice/303/storm-spirit?utm_source=api	https://cards.scryfall.io/normal/front/7/a/7a383a5f-4814-4b92-aa80-2a6440a719bc.jpg?1562917583	Flying\n{T}: This creature deals 2 damage to target creature.	
4401	Fantasy amber sturgeon	Amber body, elegant lines, the embodiment of beauty in the ocean.	3	3	1	creature		Ertai's Familiar	Creature — Illusion	2.0	U	rare	wth	1997-06-09	354c9de7-0cdf-4302-9d1a-ae17eca13053	https://scryfall.com/card/wth/38/ertais-familiar?utm_source=api	https://cards.scryfall.io/normal/front/3/5/354c9de7-0cdf-4302-9d1a-ae17eca13053.jpg?1562800177	Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)\nWhen this creature phases out or leaves the battlefield, mill three cards.\n{U}: Until your next upkeep, this creature can't phase out.	
4402	Tongue Lizard	Use its long tongue to dig deep into the ant nest for a feast.	3	3	7	creature		Gaea's Liege	Creature — Avatar	6.0	G	rare	4ed	1995-04-01	4d9e1c1b-bc7c-41b8-a983-b1c60f558547	https://scryfall.com/card/4ed/247/gaeas-liege?utm_source=api	https://cards.scryfall.io/normal/front/4/d/4d9e1c1b-bc7c-41b8-a983-b1c60f558547.jpg?1753787912	As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.\n{T}: Target land becomes a Forest until this creature leaves the battlefield.	
4403	Ancient Dog Scorpion	A loyal and elegant warrior, extremely excellent in attack, defense, and agility.	3	3	4	creature		Eladamri, Lord of Leaves	Legendary Creature — Elf Warrior	2.0	G	rare	tmp	1997-10-14	0b1689f3-9dfa-4525-90b3-7af15f7eb720	https://scryfall.com/card/tmp/224/eladamri-lord-of-leaves?utm_source=api	https://cards.scryfall.io/normal/front/0/b/0b1689f3-9dfa-4525-90b3-7af15f7eb720.jpg?1562052338	Other Elf creatures have forestwalk. (They can't be blocked as long as defending player controls a Forest.)\nOther Elves have shroud. (They can't be the targets of spells or abilities.)	
4404	Youlandie	This squinting eye can make the sea churn.	3	3	1	creature		Talas Warrior	Creature — Human Pirate Warrior	3.0	U	rare	p02	1998-06-24	de3d8cc5-5889-4e52-a32c-d15556fd2166	https://scryfall.com/card/p02/53/talas-warrior?utm_source=api	https://cards.scryfall.io/normal/front/d/e/de3d8cc5-5889-4e52-a32c-d15556fd2166.jpg?1562947867	This creature can't be blocked.	
4405	Crystal Shell Turtle	Many diggers dream of finding the habitat of the Crystal Shell Turtle, and it is said that there will be a large number of faded crystals.	3	3	1	creature		Scalpelexis	Creature — Beast	5.0	U	rare	jud	2002-05-27	29c3b7fa-78e7-4a0c-bcdc-4b829638e3f6	https://scryfall.com/card/jud/50/scalpelexis?utm_source=api	https://cards.scryfall.io/normal/front/2/9/29c3b7fa-78e7-4a0c-bcdc-4b829638e3f6.jpg?1562629108	Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever this creature deals combat damage to a player, that player exiles the top four cards of their library. If two or more of those cards have the same name, repeat this process.	
4406	Forest Overlord	Usually looks downcast as if it lacks sleep, but becomes energetic in the swamp.	3	3	2	creature		Feral Throwback	Creature — Beast	6.0	G	rare	lgn	2003-02-03	49e0c5e5-b293-419e-aac5-3b81af4b6498	https://scryfall.com/card/lgn/126/feral-throwback?utm_source=api	https://cards.scryfall.io/normal/front/4/9/49e0c5e5-b293-419e-aac5-3b81af4b6498.jpg?1562909958	Amplify 2 (As this creature enters, put two +1/+1 counters on it for each Beast card you reveal in your hand.)\nProvoke (Whenever this creature attacks, you may have target creature defending player controls untap and block it if able.)	
4407	Vitality Bomb·Ji Chenyin	Gym regular, street legend. Her appearance always brings rhythm and excitement, and even opponents can't help but want to join the training.	3	3	10	creature		Zhuge Jin, Wu Strategist	Legendary Creature — Human Advisor	3.0	U	rare	ptk	1999-05-01	60790b07-53da-41fa-b9e0-e7ce22fdcb11	https://scryfall.com/card/ptk/66/zhuge-jin-wu-strategist?utm_source=api	https://cards.scryfall.io/normal/front/6/0/60790b07-53da-41fa-b9e0-e7ce22fdcb11.jpg?1562256554	{T}: Target creature can't be blocked this turn. Activate only during your turn, before attackers are declared.	
4408	Mud Bird	The bond of symbiotic twins, the upper bunk bed and the lower bunk respectively, are the owl and the mud monster. In fact, occasionally they will be separated for a short time.	3	3	6	creature		Elvish Champion	Creature — Elf	3.0	G	rare	7ed	2001-04-11	61d00f31-d8fd-4272-87ba-6bcb65c609c6	https://scryfall.com/card/7ed/240/elvish-champion?utm_source=api	https://cards.scryfall.io/normal/front/6/1/61d00f31-d8fd-4272-87ba-6bcb65c609c6.jpg?1687904239	Other Elf creatures get +1/+1 and have forestwalk. (They can't be blocked as long as defending player controls a Forest.)	
4409	Melting Heart Treasure	The body contains low-temperature lava below 100 degrees. When angry, it will really become furious and furious.	3	3	0	creature		Ravenous Baboons	Creature — Monkey	4.0	R	rare	exo	1998-06-15	6d00b68b-8b6a-48c9-8911-2a3270897091	https://scryfall.com/card/exo/97/ravenous-baboons?utm_source=api	https://cards.scryfall.io/normal/front/6/d/6d00b68b-8b6a-48c9-8911-2a3270897091.jpg?1562087848	When this creature enters, destroy target nonbasic land.	
4410	Time Law Armor	A giant machine that controls the movement of time. The alarm clocks on both shoulders will sound at 0:00.	3	3	11	creature		Braids, Cabal Minion	Legendary Creature — Human Minion	4.0	B	rare	ody	2001-10-01	4dcdcad5-e4fb-480e-984f-1ac5cdc986b9	https://scryfall.com/card/ody/117/braids-cabal-minion?utm_source=api	https://cards.scryfall.io/normal/front/4/d/4dcdcad5-e4fb-480e-984f-1ac5cdc986b9.jpg?1562909269	At the beginning of each player's upkeep, that player sacrifices an artifact, creature, or land of their choice.	
5101	White Night Demon	A white monster that appears at night	4	0	0	creature		Barbarian Guides	Creature — Human Barbarian	3.0	R	common	ice	1995-06-03	fe65a045-dacb-4392-bcb6-843394ef98c9	https://scryfall.com/card/ice/174/barbarian-guides?utm_source=api	https://cards.scryfall.io/normal/front/f/e/fe65a045-dacb-4392-bcb6-843394ef98c9.jpg?1562942981	{2}{R}, {T}: Choose a land type. Target creature you control gains snow landwalk of the chosen type until end of turn. Return that creature to its owner's hand at the beginning of the next end step. (It can't be blocked as long as defending player controls a snow land of that type.)	
5102	Lian Menghu	Can transform into water droplets to hide itself.	4	0	0	creature		Raka Disciple	Creature — Minotaur Wizard	1.0	RUW	common	apc	2001-06-04	41462d43-4f9f-46ba-b79d-434597e74b6b	https://scryfall.com/card/apc/66/raka-disciple?utm_source=api	https://cards.scryfall.io/normal/front/4/1/41462d43-4f9f-46ba-b79d-434597e74b6b.jpg?1562910379	{W}, {T}: Prevent the next 1 damage that would be dealt to any target this turn.\n{U}, {T}: Target creature gains flying until end of turn.	
5103	Rockhorned Dragon	A small dragon living at the bottom of the canyon.	4	0	6	creature		Pyric Salamander	Creature — Salamander	2.0	R	common	mir	1996-10-08	7f2dc1a7-4b70-4643-90a8-fdc7877c01ca	https://scryfall.com/card/mir/187/pyric-salamander?utm_source=api	https://cards.scryfall.io/normal/front/7/f/7f2dc1a7-4b70-4643-90a8-fdc7877c01ca.jpg?1562720246	{R}: This creature gets +1/+0 until end of turn. Sacrifice this creature at the beginning of the next end step.	
5104	Pharaoh Cat	The skin on the surface of the body can withstand extremely strong impacts	4	0	8	creature		Paper Tiger	Artifact Creature — Cat	4.0		common	ugl	1998-08-11	6d1cb9ab-512e-4bb1-8d77-37a0b2d3e7f8	https://scryfall.com/card/ugl/78/paper-tiger?utm_source=api	https://cards.scryfall.io/normal/front/6/d/6d1cb9ab-512e-4bb1-8d77-37a0b2d3e7f8.jpg?1562799110	Creatures named Rock Lobster can't attack or block.	
5105	White Rock Giant	The body is made of white rock	4	0	5	creature		Giant Mantis	Creature — Insect	4.0	G	common	mir	1996-10-08	2b56c895-37d3-4475-a542-dc6d21c46f06	https://scryfall.com/card/mir/218/giant-mantis?utm_source=api	https://cards.scryfall.io/normal/front/2/b/2b56c895-37d3-4475-a542-dc6d21c46f06.jpg?1562718327	Reach (This creature can block creatures with flying.)	
5106	White Rock Statue	The body is made of white rock	4	0	5	creature		Kobolds of Kher Keep	Creature — Kobold	0.0	R	common	leg	1994-06-01	df0320d9-7c2a-456a-9159-1b4fae67bfb5	https://scryfall.com/card/leg/157/kobolds-of-kher-keep?utm_source=api	https://cards.scryfall.io/normal/front/d/f/df0320d9-7c2a-456a-9159-1b4fae67bfb5.jpg?1562861363		
5107	Australian deer	Deer leader from primitive tribe	4	0	0	creature		Liberated Dwarf	Creature — Dwarf	1.0	R	common	jud	2002-05-27	e2c07842-9b70-40b1-9b97-9a9279b7ebc4	https://scryfall.com/card/jud/95/liberated-dwarf?utm_source=api	https://cards.scryfall.io/normal/front/e/2/e2c07842-9b70-40b1-9b97-9a9279b7ebc4.jpg?1562632363	{R}, Sacrifice this creature: Target green creature gets +1/+0 and gains first strike until end of turn.	
5108	Barbarian deer	Strong deer	4	0	6	creature		Barbarian Lunatic	Creature — Human Barbarian	3.0	R	common	ody	2001-10-01	6c899f9b-ebce-4424-9cd9-861a50a5f7d2	https://scryfall.com/card/ody/175/barbarian-lunatic?utm_source=api	https://cards.scryfall.io/normal/front/6/c/6c899f9b-ebce-4424-9cd9-861a50a5f7d2.jpg?1562915161	{2}{R}, Sacrifice this creature: It deals 2 damage to target creature.	
5110	Mini Sheep	Super small sheep	4	0	0	creature		Dwarven Berserker	Creature — Dwarf Berserker	2.0	R	common	wth	1997-06-09	7bc734e9-fb09-4094-94b6-76c0458649e9	https://scryfall.com/card/wth/97/dwarven-berserker?utm_source=api	https://cards.scryfall.io/normal/front/7/b/7bc734e9-fb09-4094-94b6-76c0458649e9.jpg?1608311871	Whenever this creature becomes blocked, it gets +3/+0 and gains trample until end of turn.	
5111	Dobby	An elf living in the forest	4	0	2	creature		Willow Elf	Creature — Elf	1.0	G	common	s00	2000-04-01	c063a072-0cd4-45fb-ac68-96e359bf3ef5	https://scryfall.com/card/s00/45/willow-elf?utm_source=api	https://cards.scryfall.io/normal/front/c/0/c063a072-0cd4-45fb-ac68-96e359bf3ef5.jpg?1562133683		
5112	Frozen Bear	Likes to live in extremely cold worlds.	4	0	12	creature		Kjeldoran Skyknight	Creature — Human Knight	3.0	W	common	ice	1995-06-03	f794665a-8353-482a-b065-2a0777a8acda	https://scryfall.com/card/ice/40/kjeldoran-skyknight?utm_source=api	https://cards.scryfall.io/normal/front/f/7/f794665a-8353-482a-b065-2a0777a8acda.jpg?1587911562	Flying; first strike; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	
5113	Polar seal	It is very cold-resistant and can easily survive in extremely low temperatures.	4	0	12	creature		Kjeldoran Warrior	Creature — Human Warrior	1.0	W	common	ice	1995-06-03	ce76f38f-566e-49ff-b197-510cfa1cb51c	https://scryfall.com/card/ice/41/kjeldoran-warrior?utm_source=api	https://cards.scryfall.io/normal/front/c/e/ce76f38f-566e-49ff-b197-510cfa1cb51c.jpg?1587911557	Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)	
5114	Frozen Bird	Flying over the Arctic continent.	4	0	12	creature		Keeneye Aven	Creature — Bird Soldier	4.0	U	common	lgn	2003-02-03	1a355c58-cd28-4d2d-9df1-91b4196b01ef	https://scryfall.com/card/lgn/41/keeneye-aven?utm_source=api	https://cards.scryfall.io/normal/front/1/a/1a355c58-cd28-4d2d-9df1-91b4196b01ef.jpg?1562900188	Flying\nCycling {2} ({2}, Discard this card: Draw a card.)	
5115	Bi Meng Bee	The tentacles on the top of its head can stimulate powerful electric shocks.	4	0	3	creature		Civic Guildmage	Creature — Human Wizard	1.0	GUW	common	mir	1996-10-08	a9319039-db2f-47bf-9ef0-8d3a381d54fb	https://scryfall.com/card/mir/7/civic-guildmage?utm_source=api	https://cards.scryfall.io/normal/front/a/9/a9319039-db2f-47bf-9ef0-8d3a381d54fb.jpg?1562720965	{G}, {T}: Target creature gets +0/+1 until end of turn.\n{U}, {T}: Put target creature you control on top of its owner's library.	
5116	Komodo	An electric lizard living in the desert.	4	0	3	creature		Goblin Bookie	Creature — Goblin	1.0	R	common	ugl	1998-08-11	dc880e76-1e92-4af1-b89f-b5a2b60b86f0	https://scryfall.com/card/ugl/43/goblin-bookie?utm_source=api	https://cards.scryfall.io/normal/front/d/c/dc880e76-1e92-4af1-b89f-b5a2b60b86f0.jpg?1593352486	{R}, {T}: Reflip any coin or reroll any die. (Activate only any time it makes sense.)	
5117	Nemo	An electric octopus that lives in the deep sea.	4	0	3	creature		Devouring Deep	Creature — Fish	3.0	U	common	leg	1994-06-01	0855a5a8-8c40-4396-9ad1-8fa0fc6a0c59	https://scryfall.com/card/leg/50/devouring-deep?utm_source=api	https://cards.scryfall.io/normal/front/0/8/0855a5a8-8c40-4396-9ad1-8fa0fc6a0c59.jpg?1594065416	Islandwalk (This creature can't be blocked as long as defending player controls an Island.)	
5118	Electric Seahorse	Likes to electrocute small fish on the bottom of the sea.	4	0	3	creature		Sparksmith	Creature — Goblin	2.0	R	common	ons	2002-10-07	15a4460d-3fe8-4b1f-9990-0a19c3345367	https://scryfall.com/card/ons/235/sparksmith?utm_source=api	https://cards.scryfall.io/normal/front/1/5/15a4460d-3fe8-4b1f-9990-0a19c3345367.jpg?1562900172	{T}: This creature deals X damage to target creature and X damage to you, where X is the number of Goblins on the battlefield.	
5119	Bomb Crocodile	Because he is too fat, he only has weak electrical energy.	4	0	3	creature		Dega Disciple	Creature — Human Wizard	1.0	BRW	common	apc	2001-06-04	fb9cd7d9-8aad-4607-890c-9c8efe016a92	https://scryfall.com/card/apc/4/dega-disciple?utm_source=api	https://cards.scryfall.io/normal/front/f/b/fb9cd7d9-8aad-4607-890c-9c8efe016a92.jpg?1562954625	{B}, {T}: Target creature gets -2/-0 until end of turn.\n{R}, {T}: Target creature gets +2/+0 until end of turn.	
5120	Fat puffer fish	A creature that lives on the bottom of the sea.	4	0	1	creature		Information Dealer	Creature — Human Wizard	2.0	U	common	ons	2002-10-07	a45ac59c-654d-44de-b266-532d44b34137	https://scryfall.com/card/ons/88/information-dealer?utm_source=api	https://cards.scryfall.io/normal/front/a/4/a45ac59c-654d-44de-b266-532d44b34137.jpg?1562933756	{T}: Look at the top X cards of your library, where X is the number of Wizards on the battlefield, then put them back in any order.	
5121	Abyss Octopus	Will spray ink when disturbed.	4	0	1	creature		Cephalid Looter	Creature — Octopus Rogue	3.0	U	common	ody	2001-10-01	cb6f1c4e-4fbc-4474-8dd2-5846d417b6ab	https://scryfall.com/card/ody/72/cephalid-looter?utm_source=api	https://cards.scryfall.io/normal/front/c/b/cb6f1c4e-4fbc-4474-8dd2-5846d417b6ab.jpg?1562933069	{T}: Target player draws a card, then discards a card.	
5122	Ji Crow	Mysterious birds.	4	0	11	creature		Storm Crow	Creature — Bird	2.0	U	common	7ed	2001-04-11	7e573308-40d0-43ce-be04-dbab6bc1ed35	https://scryfall.com/card/7ed/100/storm-crow?utm_source=api	https://cards.scryfall.io/normal/front/7/e/7e573308-40d0-43ce-be04-dbab6bc1ed35.jpg?1562241487	Flying (This creature can't be blocked except by creatures with flying or reach.)	
5123	Firefox	A fox with a burning body.	4	0	0	creature		Colos Yearling	Creature — Goat Beast	3.0	R	common	uds	1999-06-07	1d68eb62-9f86-4c85-8696-46a248c744ff	https://scryfall.com/card/uds/79/colos-yearling?utm_source=api	https://cards.scryfall.io/normal/front/1/d/1d68eb62-9f86-4c85-8696-46a248c744ff.jpg?1562443334	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)\n{R}: This creature gets +1/+0 until end of turn.	
5124	Little Firefox	Firefox’s childhood.	4	0	0	creature		Goblin Sledder	Creature — Goblin	1.0	R	common	ons	2002-10-07	3a9a1ecf-29f6-474e-bbcf-3455d388aa94	https://scryfall.com/card/ons/209/goblin-sledder?utm_source=api	https://cards.scryfall.io/normal/front/3/a/3a9a1ecf-29f6-474e-bbcf-3455d388aa94.jpg?1562908786	Sacrifice a Goblin: Target creature gets +1/+1 until end of turn.	
5201	Steel Crystal Turtle	The back shell grows by eating crystal ore in the cave.	4	1	8	creature		Juggernaut	Artifact Creature — Juggernaut	4.0		uncommon	sum	1994-06-21	82845f1e-a114-4d4f-8b6d-29e37fe1e925	https://scryfall.com/card/sum/259/juggernaut?utm_source=api	https://cards.scryfall.io/normal/front/8/2/82845f1e-a114-4d4f-8b6d-29e37fe1e925.jpg?1559592635	This creature attacks each combat if able.\nThis creature can't be blocked by Walls.	
5202	Night Rat	A gray-black rat that appears at night.	4	1	7	creature		Spore Flower	Creature — Fungus	2.0	G	uncommon	fem	1994-11-01	f9681dc0-d0fc-4d5b-a23c-63ec1cc8343d	https://scryfall.com/card/fem/73/spore-flower?utm_source=api	https://cards.scryfall.io/normal/front/f/9/f9681dc0-d0fc-4d5b-a23c-63ec1cc8343d.jpg?1562941876	At the beginning of your upkeep, put a spore counter on this creature.\nRemove three spore counters from this creature: Prevent all combat damage that would be dealt this turn.	
5203	Leaf-winged Frog	A flexible animal that can both jump and fly.	4	1	2	creature		Firebrand Ranger	Creature — Human Soldier Ranger	2.0	GR	uncommon	inv	2000-10-02	ee05211e-cf08-4dea-9740-ed06f8682153	https://scryfall.com/card/inv/143/firebrand-ranger?utm_source=api	https://cards.scryfall.io/normal/front/e/e/ee05211e-cf08-4dea-9740-ed06f8682153.jpg?1562942810	{G}, {T}: You may put a basic land card from your hand onto the battlefield.	
5204	Pharaoh Dog	has the superpower of a pharaoh and can summon sand and dust to attack.	4	1	10	creature		Suq'Ata Firewalker	Creature — Human Wizard	3.0	U	uncommon	mir	1996-10-08	b8a7c22e-fe96-4960-96d4-ee85abec3281	https://scryfall.com/card/mir/94/suqata-firewalker?utm_source=api	https://cards.scryfall.io/normal/front/b/8/b8a7c22e-fe96-4960-96d4-ee85abec3281.jpg?1562721427	This creature can't be the target of red spells or abilities from red sources.\n{T}: This creature deals 1 damage to any target.	
5205	Ice Orangutan	Woolly orangutan living in extremely cold areas	4	1	12	creature		Sea Spirit	Creature — Elemental Spirit	5.0	U	uncommon	5ed	1997-03-24	08933cca-6ed1-43da-a539-355ded52c5b6	https://scryfall.com/card/5ed/119/sea-spirit?utm_source=api	https://cards.scryfall.io/normal/front/0/8/08933cca-6ed1-43da-a539-355ded52c5b6.jpg?1562589194	{U}: This creature gets +1/+0 until end of turn.	
5206	Red Eye Spot	Zebra with red pupils	4	1	0	creature		Balduvian Dead	Creature — Zombie	4.0	BR	uncommon	all	1996-06-10	fac1875a-feab-4213-aa15-69892b7df58b	https://scryfall.com/card/all/43/balduvian-dead?utm_source=api	https://cards.scryfall.io/normal/front/f/a/fac1875a-feab-4213-aa15-69892b7df58b.jpg?1562770862	{2}{R}, Exile a creature card from your graveyard: Create a 3/1 black and red Graveborn creature token with haste. Sacrifice it at the beginning of the next end step.	
5207	Bubble Cat	Suddenly jumps out of the water to attack, and can huddle into a small corner to avoid pursuit.	4	1	1	creature		Cephalid Illusionist	Creature — Octopus Wizard	2.0	U	uncommon	tor	2002-02-04	dceb8cf5-b31a-400e-aea5-ad0c3552d697	https://scryfall.com/card/tor/28/cephalid-illusionist?utm_source=api	https://cards.scryfall.io/normal/front/d/c/dceb8cf5-b31a-400e-aea5-ad0c3552d697.jpg?1562632343	Whenever this creature becomes the target of a spell or ability, mill three cards.\n{2}{U}, {T}: Prevent all combat damage that would be dealt to and dealt by target creature you control this turn.	
5208	Cold Wind Bear	Bears living in the polar circle.	4	1	12	creature		Aphetto Grifter	Creature — Human Wizard	3.0	U	uncommon	ons	2002-10-07	3a7a7bf3-1b0c-415d-9c57-73ac55b1f915	https://scryfall.com/card/ons/65/aphetto-grifter?utm_source=api	https://cards.scryfall.io/normal/front/3/a/3a7a7bf3-1b0c-415d-9c57-73ac55b1f915.jpg?1562908758	Tap two untapped Wizards you control: Tap target permanent.	
5209	Night Star Bug	has undergone a mutation, so it now has electrical energy.	4	1	3	creature		Airdrop Condor	Creature — Bird	5.0	R	uncommon	ons	2002-10-07	ec9796ac-11e2-4295-bf00-f684d0111970	https://scryfall.com/card/ons/186/airdrop-condor?utm_source=api	https://cards.scryfall.io/normal/front/e/c/ec9796ac-11e2-4295-bf00-f684d0111970.jpg?1562951282	Flying\n{1}{R}, Sacrifice a Goblin creature: This creature deals damage equal to the sacrificed creature's power to any target.	
5210	Ceratopsian	A heavyweight insect tank that runs on tracks	4	1	8	creature		Jhoira's Toolbox	Artifact Creature — Insect	2.0		uncommon	ulg	1999-02-15	edb38309-c02c-496c-894f-786a2f6e3d1c	https://scryfall.com/card/ulg/128/jhoiras-toolbox?utm_source=api	https://cards.scryfall.io/normal/front/e/d/edb38309-c02c-496c-894f-786a2f6e3d1c.jpg?1562864240	{2}: Regenerate target artifact creature.	
5301	Octopus Coco	"Coco is the little postman of the underwater village. He always greets people with a smile and delivers letters quickly with his eight tentacles. My dream is to one day reach the surface of the sea and see the legendary ""Rainbow Bubble""."	4	2	1	creature		Rasputin Dreamweaver	Legendary Creature — Human Wizard	6.0	UW	rare	leg	1994-06-01	503256f8-3aab-49d0-b78b-6502aa29ce52	https://scryfall.com/card/leg/253/rasputin-dreamweaver?utm_source=api	https://cards.scryfall.io/normal/front/5/0/503256f8-3aab-49d0-b78b-6502aa29ce52.jpg?1562858731	Rasputin enters with seven dream counters on it.\nRemove a dream counter from Rasputin: Add {C}.\nRemove a dream counter from Rasputin: Prevent the next 1 damage that would be dealt to Rasputin this turn.\nAt the beginning of your upkeep, if Rasputin started the turn untapped, put a dream counter on it.\nRasputin can't have more than seven dream counters on it.	
5302	Dream Bug	Chongchong is always dreaming and purring loudly.	4	2	4	creature		Sorceress Queen	Creature — Human Wizard Sorcerer	3.0	B	rare	5ed	1997-03-24	657979b3-6e4f-41a8-a518-4bd329307770	https://scryfall.com/card/5ed/194/sorceress-queen?utm_source=api	https://cards.scryfall.io/normal/front/6/5/657979b3-6e4f-41a8-a518-4bd329307770.jpg?1767959985	{T}: Target creature other than this creature has base power and toughness 0/2 until end of turn.	
5303	Long Duoduo	A small dragon that can disguise itself as grass, but its divine power is immeasurable.	4	2	9	creature		Vexing Beetle	Creature — Insect	5.0	G	rare	lgn	2003-02-03	d599d35f-1b73-498b-9a21-831c908a95d8	https://scryfall.com/card/lgn/143/vexing-beetle?utm_source=api	https://cards.scryfall.io/normal/front/d/5/d599d35f-1b73-498b-9a21-831c908a95d8.jpg?1562937848	This spell can't be countered.\nThis creature gets +3/+3 as long as no opponent controls a creature.	
5304	Lucky Leaf Frog	Like extremely humid environments and have a lot of water in their bodies.	4	2	2	creature		Ancient Silverback	Creature — Ape	6.0	G	rare	7ed	2001-04-11	3f2f8a99-b01d-4d0a-bf1c-a3cf08fbc469	https://scryfall.com/card/7ed/230/ancient-silverback?utm_source=api	https://cards.scryfall.io/normal/front/3/f/3f2f8a99-b01d-4d0a-bf1c-a3cf08fbc469.jpg?1562236006	{G}: Regenerate this creature. (The next time this creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)	
5305	Tower flower beast	When her corolla blooms, Towermon's power is fully unleashed.	4	2	6	creature		Pallimud	Creature — Beast	3.0	R	rare	tmp	1997-10-14	61adc314-cfb2-4fdd-925c-cc1dc4692992	https://scryfall.com/card/tmp/195/pallimud?utm_source=api	https://cards.scryfall.io/normal/front/6/1/61adc314-cfb2-4fdd-925c-cc1dc4692992.jpg?1562054248	As this creature enters, choose an opponent.\nPallimud's power is equal to the number of tapped lands the chosen player controls.	
5306	Thunder Flame Fang	Born from the crater of a volcano, Thunderfang can summon lightning and flames. He does not fight to destroy, but to protect the forgotten ancient dragon place. Strength and responsibility go hand in hand.	4	2	9	creature		Hollow Specter	Creature — Specter	3.0	B	rare	lgn	2003-02-03	2db779fd-0e01-417b-aee2-786db2c0b8c8	https://scryfall.com/card/lgn/75/hollow-specter?utm_source=api	https://cards.scryfall.io/normal/front/2/d/2db779fd-0e01-417b-aee2-786db2c0b8c8.jpg?1562904303	Flying\nWhenever this creature deals combat damage to a player, you may pay {X}. If you do, that player reveals X cards from their hand and you choose one of them. That player discards that card.	
5307	Tombmelting Dragon	An ancient dragon from ancient times, guarding the tomb of the Lava King.	4	2	9	creature		Rogue Skycaptain	Creature — Human Rogue Mercenary	3.0	R	rare	all	1996-06-10	97aebf3b-e77d-4d18-b58b-117ae91792e2	https://scryfall.com/card/all/79/rogue-skycaptain?utm_source=api	https://cards.scryfall.io/normal/front/9/7/97aebf3b-e77d-4d18-b58b-117ae91792e2.jpg?1562769668	Flying\nAt the beginning of your upkeep, put a wage counter on this creature. You may pay {2} for each wage counter on it. If you don't, remove all wage counters from this creature and an opponent gains control of it.	
